texto,prioridade
"Olá, A interface do gateway de pagamento não é atraente o que devo fazer?",baixo
"Bom dia, Tela de pagamento visualmente terrível mas que funciona o que devo fazer?",baixo
Estou com um problema: A tela de login não permite acesso preciso de uma solução,alto
Urgente: Algumas funcionalidades estão lentas preciso de uma solução,medio
Preciso de ajuda com: O login falha ocasionalmente após a atualização,medio
Serviço indisponível o que devo fazer?,alto
Estou com um problema: Algumas funcionalidades estão lentas isso está me impedindo de trabalhar,medio
"Bom dia, Erro de banco de dados crítico o que devo fazer?",alto
Problema: O botão de login tem cor inadequada aconteceu agora,baixo
"Olá, O botão de pagamento está com cor errada por favor me ajudem",baixo
O sistema tem aparência amadora preciso de uma solução,baixo
"Bom dia, Sistema não está respondendo aconteceu agora",alto
O sistema de autenticação falha ao validar credenciais após a atualização,alto
Aplicação está fora do ar,alto
Paginação com contador incorreto,baixo
Atraso no processamento de dados,medio
Estou com um problema: Formato de data inconsistente isso está me impedindo de trabalhar,baixo
Verificar: O gateway de pagamento retorna erro em todas as transações o que devo fazer?,alto
"Olá, Fonte muito pequena por favor me ajudem",baixo
O módulo financeiro tem aparência desagradável,baixo
Tela de pagamento visualmente terrível mas que funciona,baixo
"Olá, Algumas funcionalidades estão lentas o que devo fazer?",medio
Urgente: Apenas alguns clientes não conseguem efetuar pagamento aconteceu agora,medio
Urgente: Não consigo acessar o sistema isso está me impedindo de trabalhar,alto
Não consigo acessar o sistema,alto
Falha intermitente no login,medio
Login terrivelmente feio mas operacional,baixo
Preciso de ajuda com: Erro 500 ao acessar o sistema preciso de uma solução,alto
O sistema de autenticação tem design ultrapassado,baixo
Notificações com atraso,medio
O botão de login tem cor inadequada,baixo
"Olá, O botão de login não funciona aconteceu agora",alto
Problema: Páginas carregando com atraso após a atualização,medio
"Olá, Falha crítica no servidor o que devo fazer?",alto
Problema: Cálculos incorretos em alguns cenários preciso de uma solução,medio
"Olá, O formulário de login está lento isso está me impedindo de trabalhar",medio
O checkout falha ao finalizar por favor me ajudem,alto
Notificações com atraso preciso de uma solução,medio
Estou com um problema: Cálculos incorretos em alguns cenários por favor me ajudem,medio
O sistema de login está fora do ar,alto
"Bom dia, A autenticação de usuários está completamente inoperante desde ontem",alto
"Bom dia, O sistema de pagamento está instável, mas funciona desde ontem",medio
Erro de autenticação em todos os acessos,alto
"Estou com um problema: O sistema de pagamento está instável, mas funciona",medio
"Olá, O sistema de pagamento está instável, mas funciona aconteceu agora",medio
Preciso de ajuda com: Validação de formulários com falhas por favor me ajudem,medio
Sistema apresenta erro ocasionalmente,medio
Problema: Login terrivelmente feio mas operacional por favor me ajudem,baixo
Login feio demais,baixo
Verificar: A aparência da página de checkout não é moderna,baixo
Verificar: Dados de clientes expostos o que devo fazer?,alto
O login falha ocasionalmente após a atualização,medio
Verificar: Lentidão no sistema preciso de uma solução,medio
Estou com um problema: Emails de confirmação não chegando o que devo fazer?,medio
O sistema de autenticação não valida senhas,alto
Preciso de ajuda com: Mensagem de erro com texto confuso o que devo fazer?,baixo
Tela de pagamento visualmente terrível mas que funciona,baixo
O botão de pagamento está com cor errada,baixo
Preciso de ajuda com: Erro de autenticação em todos os acessos por favor me ajudem,alto
Urgente: O checkout falha ao finalizar preciso de uma solução,alto
Emails de confirmação não chegando isso está me impedindo de trabalhar,medio
Preciso de ajuda com: Gateway de pagamento não responde aconteceu agora,alto
Algumas imagens não carregam aconteceu agora,medio
O botão de compra não responde aos cliques,alto
Problema: O formulário de login está lento preciso de uma solução,medio
Pesquisa retornando resultados incompletos,medio
O gateway de pagamento retorna erro em todas as transações desde ontem,alto
Estou com um problema: Lentidão no sistema,medio
Tela de pagamento visualmente terrível mas que funciona,baixo
Problema: Sistema apresenta erro ocasionalmente aconteceu agora,medio
Verificar: Lentidão no sistema após a atualização,medio
O sistema de autenticação não valida senhas,alto
Verificar: O sistema de autenticação tem design ultrapassado o que devo fazer?,baixo
Verificar: Login feio mas funcional o que devo fazer?,baixo
Preciso de ajuda com: Alguns botões não funcionam corretamente após a atualização,medio
Preciso de ajuda com: Sistema de pagamento processa com atraso desde ontem,medio
"Olá, Erro 500 ao acessar o sistema após a atualização",alto
Preciso de ajuda com: A interface do gateway de pagamento não é atraente preciso de uma solução,baixo
A interface está feia,baixo
Verificar: Sistema está instável por favor me ajudem,medio
Login terrivelmente feio mas operacional preciso de uma solução,baixo
Estou com um problema: Gateway de pagamento não responde desde ontem,alto
"Login funciona, mas está lento",medio
Clientes não conseguem fazer login aconteceu agora,alto
A página de login tem layout confuso mas funcional,baixo
O login falha ocasionalmente,medio
Preciso de ajuda com: Parte dos usuários não consegue acessar,medio
Verificar: Alguns botões não funcionam corretamente desde ontem,medio
Problema: O visual do sistema de autenticação é antiquado,baixo
"Sistema lento para fazer login, mas funciona",medio
Menu com item duplicado isso está me impedindo de trabalhar,baixo
Login com aparência horrível mas que funciona,baixo
Sistema de pagamento processa com atraso,medio
"Bom dia, A tela de pagamento tem design ultrapassado aconteceu agora",baixo
A página de login tem layout confuso mas funcional,baixo
Estou com um problema: Sistema de pagamento processa com atraso o que devo fazer?,medio
Estou com um problema: Falha crítica no servidor,alto
Urgente: Erro crítico na aplicação preciso de uma solução,alto
Preciso de ajuda com: A página de login tem aparência amadora isso está me impedindo de trabalhar,baixo
"Bom dia, Sistema de pagamento processa com atraso aconteceu agora",medio
"O sistema de pagamento está instável, mas funciona",medio
Não consigo acessar o sistema,alto
Urgente: Emails de confirmação não chegando o que devo fazer?,medio
"Bom dia, Páginas carregando com atraso após a atualização",medio
Sistema apresenta erro ocasionalmente,medio
O sistema de autenticação falha ao validar credenciais,alto
"Olá, Erro 500 ao acessar o sistema desde ontem",alto
Urgente: A interface está feia,baixo
Algumas funcionalidades estão lentas,medio
Urgente: Lentidão no sistema o que devo fazer?,medio
Estou com um problema: Aplicação está fora do ar aconteceu agora,alto
"Bom dia, Login terrivelmente feio mas operacional isso está me impedindo de trabalhar",baixo
"Olá, Lentidão no sistema desde ontem",medio
"Bom dia, Alguns botões não funcionam corretamente o que devo fazer?",medio
Preciso de ajuda com: Vazamento de informações sensíveis isso está me impedindo de trabalhar,alto
Emails de confirmação não chegando,medio
A tela de login precisa ser modernizada,baixo
Login com aparência horrível mas que funciona após a atualização,baixo
Verificar: Aplicação está fora do ar aconteceu agora,alto
"Bom dia, Vazamento de informações sensíveis desde ontem",alto
Sistema está instável,medio
"Bom dia, Sistema de pagamento não processa transações o que devo fazer?",alto
Sistema financeiro fora do ar,alto
Preciso de ajuda com: Serviço indisponível por favor me ajudem,alto
Preciso de ajuda com: Páginas carregando com atraso preciso de uma solução,medio
"Olá, Algumas imagens não carregam o que devo fazer?",medio
Validação de formulários com falhas,medio
O sistema de autenticação tem design ultrapassado,baixo
Parte dos usuários não consegue acessar,medio
"Olá, Mensagem de erro com texto confuso o que devo fazer?",baixo
"Olá, O módulo financeiro não calcula valores corretamente aconteceu agora",alto
Preciso de ajuda com: Sistema de pagamento não processa transações o que devo fazer?,alto
"Olá, A estética da tela de login está ruim isso está me impedindo de trabalhar",baixo
Não consigo acessar o sistema,alto
Verificar: Relatórios apresentando informações incompletas,medio
O módulo financeiro não calcula valores corretamente,alto
"Bom dia, Clientes não conseguem finalizar compras aconteceu agora",alto
Estou com um problema: Erro 500 ao acessar o sistema aconteceu agora,alto
Urgente: Sistema apresenta erro ocasionalmente aconteceu agora,medio
Problema: Lentidão no sistema o que devo fazer?,medio
Login terrivelmente feio mas operacional,baixo
Estou com um problema: O botão de login não funciona desde ontem,alto
"Bom dia, Cálculos incorretos em alguns cenários após a atualização",medio
Urgente: Login feio demais por favor me ajudem,baixo
Erro 500 ao acessar o sistema,alto
Problema: Interface do login extremamente feia por favor me ajudem,baixo
"Bom dia, Notificações com atraso isso está me impedindo de trabalhar",medio
Estou com um problema: A página de login tem aparência amadora,baixo
Estou com um problema: Algumas transações estão sendo rejeitadas,medio
Parte dos usuários não consegue acessar por favor me ajudem,medio
Validação de formulários com falhas,medio
Sistema de pagamento processa com atraso,medio
"Bom dia, Login com aparência horrível mas que funciona após a atualização",baixo
"Olá, Sistema de pagamento processa com atraso após a atualização",medio
"Bom dia, Parte dos usuários não consegue acessar desde ontem",medio
Problema: Checkout por vezes apresenta travamentos aconteceu agora,medio
Urgente: Falha intermitente no login por favor me ajudem,medio
Estou com um problema: API principal retornando erro aconteceu agora,alto
Urgente: A tela de pagamento tem design ultrapassado o que devo fazer?,baixo
A tela de login não permite acesso,alto
